6.0	7.386341e-11
53.0	5.746549e-11
103.0	1.100547e-10
151.0	5.46368e-11
200.0	2.956391e-11
253.0	5.721778e-11
301.0	1.398971e-10
353.0	1.257897e-10
403.0	1.492734e-10
451.0	2.323542e-10
501.0	2.102148e-10
551.0	2.737531e-10
600.0	6.634644e-11
653.0	1.096861e-11
703.0	9.04845e-11
753.0	1.266922e-10
802.0	1.297816e-10
852.0	8.343705e-11
901.0	1.846817e-11
951.0	4.646502e-11
1002.0	5.604457e-11
1053.0	9.272442e-11
1102.0	8.719417e-11
1151.0	9.819729e-11
1201.0	9.308889e-11
1251.0	9.505725e-11
1303.0	9.3167e-11
1354.0	9.243276e-11
1404.0	9.362524e-11
1452.0	9.577066e-11
1504.0	9.687984e-11
1552.0	9.240672e-11
1604.0	9.924397e-11
1652.0	9.313578e-11
1702.0	9.866072e-11
1751.0	9.764532e-11
1801.0	1.036233e-10
1852.0	1.005094e-10
1902.0	1.048991e-10
1952.0	9.727039e-11
2001.9999999999998	1.074403e-10
2054.0	1.035244e-10
2102.0	1.024569e-10
2154.0	1.0354e-10
2204.0	1.06529e-10
2252.0	1.079402e-10
2304.0	1.032224e-10
2352.0	1.064666e-10
2402.0	1.096014e-10
2452.0	3.85889e-10
2502.0	1.643826e-10
2554.0	2.825997e-10
2604.0	1.129341e-10
2654.0	1.15569e-10
2702.0	1.090598e-10
2754.0	1.146421e-10
2805.0	1.159751e-10
2854.0	1.196099e-10
2903.0	1.181154e-10
2952.0	1.200629e-10
3002.0	8.548162e-11
3053.0	1.185788e-10
3102.0	1.153242e-10
3154.0	1.21724e-10
3203.0	1.136735e-10
3252.0	1.179123e-10
3302.0	1.196723e-10
3355.0	1.211252e-10
3405.0	1.226301e-10
3455.0	1.232498e-10
3502.0	1.238799e-10
3555.0	1.247183e-10
3605.0	1.284728e-10
3653.0	1.28655e-10
3705.0	1.269731e-10
3753.0	1.260618e-10
3802.0	1.28228e-10
3853.0	1.31493e-10
3903.0	1.298891e-10
3952.0	2.06713e-10
4005.0	1.306598e-10
4054.9999999999995	3.145102e-10
4105.0	1.236101e-10
4155.0	1.078055e-10
4205.0	1.336957e-10
4253.0	1.308837e-10
4303.0	1.372836e-10
4353.0	1.365493e-10
4403.0	1.328886e-10
