6.0	4.597319e-10
51.0	9.360634e-12
104.0	1.211282e-11
150.0	2.706756e-11
203.0	9.631902e-11
253.0	2.184572e-10
303.0	6.238767e-11
351.0	1.391545e-11
402.0	1.149951e-10
452.0	6.521272e-11
504.0	1.246607e-11
553.0	1.340523e-11
602.0	4.192022e-11
654.0	4.120045e-11
703.0	1.151011e-10
751.0	2.616587e-11
801.0	1.262093e-10
851.0	6.577626e-11
904.0	2.206721e-11
954.0	1.231138e-10
1002.0	7.022598e-11
1052.0	5.382154e-11
1102.0	6.847006e-11
1154.0	7.85569e-11
1204.0	6.735565e-11
1252.0	6.776701e-11
1302.0	7.293281e-11
1354.0	2.138352e-12
1404.0	7.585421e-11
1454.0	7.087066e-11
1504.0	7.610416e-11
1554.0	7.579171e-11
1602.0	7.586459e-11
1652.0	7.650511e-11
1702.0	7.641658e-11
1752.0	7.642698e-11
1802.0	6.50591e-11
1854.0	7.43544e-11
1904.0	7.717162e-11
1952.0	7.678107e-11
2001.9999999999998	8.020234e-11
2052.0	7.639572e-11
2104.0	7.896298e-11
2154.0	8.193123e-11
2202.0	6.871471e-11
2252.0	2.035427e-10
2303.0	6.351255e-11
2352.0	8.508179e-11
2404.0	8.952367e-11
2455.0	8.323307e-11
2503.0	8.500881e-11
2552.0	8.373818e-11
2604.0	8.570658e-11
2655.0	8.483174e-11
2702.0	9.415305e-11
2755.0	8.740941e-11
2805.0	8.875815e-11
2851.0	9.124208e-11
2903.0	9.2018e-11
2952.0	9.436135e-11
3002.0	8.411308e-11
3053.0	2.883782e-10
3102.0	9.241893e-11
3152.0	9.956357e-11
3203.0	1.373853e-10
3255.0	1.127749e-10
3303.0	1.0349e-10
3355.0	1.052188e-10
3405.0	1.055469e-10
3455.0	1.035785e-10
3505.0	1.045002e-10
3553.0	1.029067e-10
3605.0	1.059427e-10
3653.0	1.094264e-10
3703.0	1.093275e-10
3755.0	1.058749e-10
3803.0	1.061093e-10
3855.0	1.115354e-10
3905.0	1.090671e-10
3955.0	1.07911e-10
4003.0	1.112803e-10
4053.0	1.063696e-10
4105.0	1.070361e-10
4153.0	1.095878e-10
4205.0	1.096242e-10
4254.0	1.143318e-10
4303.0	1.124518e-10
4353.0	1.101918e-10
4403.0	1.16321e-10
4455.0	1.144359e-10
4505.0	1.156648e-10
4555.0	1.172739e-10
4605.0	1.143421e-10
