7.0	5.666584e-10
303.0	6.878786e-10
604.0	6.574693e-10
904.0	5.200032e-10
1204.0	5.28751e-10
1504.0	5.183368e-10
1804.0	5.283343e-10
2104.0	5.083389e-10
2404.0	5.050067e-10
2705.0	5.058396e-10
3004.0	5.175033e-10
3305.0	5.020905e-10
3604.0	4.895935e-10
3904.0	5.050064e-10
4204.0	4.554355e-10
4505.0	5.116714e-10
4805.0	4.679324e-10
5105.0	4.895937e-10
5405.0	4.870943e-10
5705.0	4.675158e-10
6004.0	4.450212e-10
6305.0	4.587679e-10
6605.0	4.675158e-10
6905.0	4.766803e-10
7205.0	5.4583e-10
7505.0	4.433555e-10
7804.0	4.350239e-10
8103.999999999999	4.500205e-10
8405.0	4.350239e-10
8704.0	6.941271e-10
9005.0	4.950093e-10
